paper,title,topic
617,Dark Side of the Chamber: Understanding iOS Side Channels,Mobile security and privacy
618,"A Modular, User-Centric Security Analysis of OpenStack",Authentication and authorization
618,"A Modular, User-Centric Security Analysis of OpenStack",Cloud security
618,"A Modular, User-Centric Security Analysis of OpenStack",Distributed systems security
618,"A Modular, User-Centric Security Analysis of OpenStack",Hardware and architecture security
618,"A Modular, User-Centric Security Analysis of OpenStack",Protocols
618,"A Modular, User-Centric Security Analysis of OpenStack",Software security
619,Sonar: Detecting SS7 Redirection Attacks Via Call Audio-Based Distance Bounding,Authentication and authorization
619,Sonar: Detecting SS7 Redirection Attacks Via Call Audio-Based Distance Bounding,Mobile security and privacy
619,Sonar: Detecting SS7 Redirection Attacks Via Call Audio-Based Distance Bounding,Network security
620,An Empirical Analysis of Traceability in the Monero Blockchain,Anonymity
620,An Empirical Analysis of Traceability in the Monero Blockchain,Distributed systems security
620,An Empirical Analysis of Traceability in the Monero Blockchain,Privacy-preserving systems
621,Practical Multi-party Private Set Intersection from Symmetric-Key Techniques,Applied cryptography
621,Practical Multi-party Private Set Intersection from Symmetric-Key Techniques,Protocols
621,Practical Multi-party Private Set Intersection from Symmetric-Key Techniques,Secure and verifiable computation
622,One-Time Programs made Practical,Applied cryptography
622,One-Time Programs made Practical,Hardware and architecture security
622,One-Time Programs made Practical,Secure and verifiable computation
625,The Tao of Inference in Privacy-Protected Databases,Cloud security
625,The Tao of Inference in Privacy-Protected Databases,Privacy-preserving systems
626,PtrSplit: Supporting general pointers in automatic program partitioning,Language-based security
626,PtrSplit: Supporting general pointers in automatic program partitioning,Software security
628,Formal Analysis of Countermeasures against Cache Storage Side Channels,Information flow
628,Formal Analysis of Countermeasures against Cache Storage Side Channels,Secure and verifiable computation
628,Formal Analysis of Countermeasures against Cache Storage Side Channels,Software security
629,CFIXX: Object Type Integrity for C++ Virtual Dispatch,Language-based security
629,CFIXX: Object Type Integrity for C++ Virtual Dispatch,Software security
630,lxcsgx: Enabling Intel SGX for Linux Containers in the Cloud Environment,Cloud security
630,lxcsgx: Enabling Intel SGX for Linux Containers in the Cloud Environment,Distributed systems security
630,lxcsgx: Enabling Intel SGX for Linux Containers in the Cloud Environment,Hardware and architecture security
630,lxcsgx: Enabling Intel SGX for Linux Containers in the Cloud Environment,Secure and verifiable computation
631,Mining ABAC Rules from Sparse Logs,Access control
631,Mining ABAC Rules from Sparse Logs,Authentication and authorization
631,Mining ABAC Rules from Sparse Logs,Machine learning
632,Forgetting the Forgotten with Letheia: Concealing Content Deletion from Persistent Observers,Privacy-preserving systems
632,Forgetting the Forgotten with Letheia: Concealing Content Deletion from Persistent Observers,Web security and privacy
633,From Debugging-Information Based Binary-Level Type Inference to CFG Generation,Language-based security
633,From Debugging-Information Based Binary-Level Type Inference to CFG Generation,Software security
634,Calculating Membership Privacy,Privacy-preserving systems
635,DeepRefiner: Multi-layer Android Malware Detection System Applying Deep Neural Networks,Machine learning
635,DeepRefiner: Multi-layer Android Malware Detection System Applying Deep Neural Networks,Malware
635,DeepRefiner: Multi-layer Android Malware Detection System Applying Deep Neural Networks,Mobile security and privacy
636,GalWare: Stealthy GPU Malware,Hardware and architecture security
636,GalWare: Stealthy GPU Malware,Malware
637,A privacy-preserving framework for outsourcing location-based services to the cloud,Cloud security
637,A privacy-preserving framework for outsourcing location-based services to the cloud,Privacy-preserving systems
638,"Analyzing Privacy Risk in Machine Learning: Overfitting, Influence, and Inference Attacks",Machine learning
638,"Analyzing Privacy Risk in Machine Learning: Overfitting, Influence, and Inference Attacks",Privacy-preserving systems
639,Security Analysis of The Token Binding Protocol,Authentication and authorization
639,Security Analysis of The Token Binding Protocol,Protocols
640,"Data breaches, phishing, or malware? Understanding the risks of stolen credentials",Authentication and authorization
640,"Data breaches, phishing, or malware? Understanding the risks of stolen credentials",Intrusion detection
640,"Data breaches, phishing, or malware? Understanding the risks of stolen credentials",Malware
640,"Data breaches, phishing, or malware? Understanding the risks of stolen credentials",Metrics
640,"Data breaches, phishing, or malware? Understanding the risks of stolen credentials",Web security and privacy
641,Exploiting identical-prefix hash function collisions,Applied cryptography
641,Exploiting identical-prefix hash function collisions,Malware
641,Exploiting identical-prefix hash function collisions,Web security and privacy
642,New Techniques for Structural Batch Verification in Bilinear Groups with Applications to Groth-Sahai Proofs,Applied cryptography
642,New Techniques for Structural Batch Verification in Bilinear Groups with Applications to Groth-Sahai Proofs,Protocols
642,New Techniques for Structural Batch Verification in Bilinear Groups with Applications to Groth-Sahai Proofs,Secure and verifiable computation
643,Teechain: Scalable Blockchain Payments Using Trusted Execution Environments,Distributed systems security
643,Teechain: Scalable Blockchain Payments Using Trusted Execution Environments,Protocols
644,DIFUZE:Interface Aware Fuzzing for Kernel Drivers,Language-based security
644,DIFUZE:Interface Aware Fuzzing for Kernel Drivers,Mobile security and privacy
644,DIFUZE:Interface Aware Fuzzing for Kernel Drivers,Software security
645,Which Banking App is More Secure? An Automatic Security Assessment of Global Mobile Banking Apps,Mobile security and privacy
645,Which Banking App is More Secure? An Automatic Security Assessment of Global Mobile Banking Apps,Software security
646,Pool: Scalable On-Demand Secure Computation Service Against Malicious Adversaries,Privacy-preserving systems
646,Pool: Scalable On-Demand Secure Computation Service Against Malicious Adversaries,Protocols
648,Breaking Deterministic Signature Schemes using Fault Attacks,Applied cryptography
648,Breaking Deterministic Signature Schemes using Fault Attacks,Network security
649,BBA+: Improving the Security and Applicability of Privacy-Preserving Point Collection,Anonymity
649,BBA+: Improving the Security and Applicability of Privacy-Preserving Point Collection,Applied cryptography
649,BBA+: Improving the Security and Applicability of Privacy-Preserving Point Collection,Privacy-preserving systems
649,BBA+: Improving the Security and Applicability of Privacy-Preserving Point Collection,Protocols
650,A Large-Scale Empirical Study of Security Patches,Metrics
650,A Large-Scale Empirical Study of Security Patches,Software security
651,SlowFuzz: Automated Domain-Independent Detection of Algorithmic Complexity Vulnerabilities,Software security
652,Compact Attribute Based Encryption and SIMD-Enabled Homomorphic Signatures,Applied cryptography
653,The Need to Audit Advertiser Interfaces: Personal Data Leakage via PII-based Targeted Advertising,Privacy policies
653,The Need to Audit Advertiser Interfaces: Personal Data Leakage via PII-based Targeted Advertising,Web security and privacy
654,Compressive Traffic Analysis: A New Paradigm for Scalable Traffic Analysis,Anonymity
654,Compressive Traffic Analysis: A New Paradigm for Scalable Traffic Analysis,Privacy-preserving systems
655,Detecting Targeted Phishing Attacks Using Semantic Analysis,Web security and privacy
656,Sprites: Payment Channels that Go Faster than Lightning,Distributed systems security
656,Sprites: Payment Channels that Go Faster than Lightning,Protocols
657,RoomLock: Selecting Virtual Objects as 3D Graphical Passwords for Authentication in VR,Authentication and authorization
657,RoomLock: Selecting Virtual Objects as 3D Graphical Passwords for Authentication in VR,Mobile security and privacy
657,RoomLock: Selecting Virtual Objects as 3D Graphical Passwords for Authentication in VR,User studies
658,The Waterfall of Liberty: Decoy Routing Circumvention that Resists Routing Attacks,Anonymity
658,The Waterfall of Liberty: Decoy Routing Circumvention that Resists Routing Attacks,Censorship-resistance
658,The Waterfall of Liberty: Decoy Routing Circumvention that Resists Routing Attacks,Privacy-preserving systems
659,Profile Matching Across Unstructured Online Social Networks: Threats and Countermeasures,Anonymity
659,Profile Matching Across Unstructured Online Social Networks: Threats and Countermeasures,Machine learning
660,SynTF: Synthetic and Differentially Private Term Frequency Vectors for Privacy-Preserving Text Mining,Anonymity
660,SynTF: Synthetic and Differentially Private Term Frequency Vectors for Privacy-Preserving Text Mining,Machine learning
660,SynTF: Synthetic and Differentially Private Term Frequency Vectors for Privacy-Preserving Text Mining,Privacy-preserving systems
660,SynTF: Synthetic and Differentially Private Term Frequency Vectors for Privacy-Preserving Text Mining,Web security and privacy
661,A Closer Look At Usage of MMU Virtualization For Security Purposes,Distributed systems security
661,A Closer Look At Usage of MMU Virtualization For Security Purposes,Hardware and architecture security
662,RepuCoin: Your Reputation is Your Power,Authentication and authorization
